discussionId,discussionType,entityId,entityType,discussionCreatedAt,score
27093,2,6f729c41-9538-4a0f-a4e0-8a02d92d1e73,workspace,2024-10-17 09:21:21.000000,59.614454769940096
56206,4,xLYmRN0jm6ov,notebook,2025-07-29 16:52:38.000000,59.519999999999996
47287,2,d7645f33-539d-49c6-9e0c-efa6faae355d,workspace,2025-04-10 18:45:21.000000,59.3373226243853
50784,2,d7645f33-539d-49c6-9e0c-efa6faae355d,workspace,2025-05-23 15:06:49.000000,59.3373226243853
40824,2,d7645f33-539d-49c6-9e0c-efa6faae355d,workspace,2025-02-03 14:23:42.000000,59.3373226243853
47026,2,d7645f33-539d-49c6-9e0c-efa6faae355d,workspace,2025-04-03 18:27:42.000000,59.3373226243853
34126,2,d7645f33-539d-49c6-9e0c-efa6faae355d,workspace,2024-12-06 19:25:38.000000,59.3373226243853
47030,2,d7645f33-539d-49c6-9e0c-efa6faae355d,workspace,2025-04-03 19:07:00.000000,59.3373226243853
37304,2,d7645f33-539d-49c6-9e0c-efa6faae355d,workspace,2025-01-06 19:40:17.000000,59.3373226243853
52184,2,d7645f33-539d-49c6-9e0c-efa6faae355d,workspace,2025-06-03 16:16:32.000000,59.3373226243853
25826,2,f32a3a24-8715-4592-880d-4a362af34192,workspace,2024-10-08 09:42:08.000000,59.1525343663449
53257,2,7e7595f0-4829-4f9a-aee1-75c126b9d417,workspace,2025-06-11 21:27:53.000000,59.112451231090105
29500,2,405e0480-49cf-463b-8052-6c0d05a8e8f3,workspace,2024-11-04 15:33:31.000000,59.015743493436304
44832,2,405e0480-49cf-463b-8052-6c0d05a8e8f3,workspace,2025-03-05 16:08:11.000000,59.015743493436304
42479,2,405e0480-49cf-463b-8052-6c0d05a8e8f3,workspace,2025-02-14 15:44:05.000000,59.015743493436304
44531,2,405e0480-49cf-463b-8052-6c0d05a8e8f3,workspace,2025-03-03 15:30:02.000000,59.015743493436304
20538,2,405e0480-49cf-463b-8052-6c0d05a8e8f3,workspace,2024-08-28 15:07:03.000000,59.015743493436304
46395,2,405e0480-49cf-463b-8052-6c0d05a8e8f3,workspace,2025-03-17 15:08:30.000000,59.015743493436304
35949,2,405e0480-49cf-463b-8052-6c0d05a8e8f3,workspace,2024-12-20 15:57:05.000000,59.015743493436304
27568,2,405e0480-49cf-463b-8052-6c0d05a8e8f3,workspace,2024-10-21 13:23:28.000000,59.015743493436304
24589,2,405e0480-49cf-463b-8052-6c0d05a8e8f3,workspace,2024-09-27 13:21:07.000000,59.015743493436304
